"road","lrp1","lrp2","name","gap"
"N1","N1_LRP141a","N1_LRP141b","N1_LRP141a-N1_LRP141b","ROAD"
"N1","N1_LRP141b","N1_LRP142","N1_LRP141b-N1_LRP142","ROAD"
"N1","N1_LRP142","N1_LRP142a","N1_LRP142-N1_LRP142a","ROAD"
"N1","N1_LRP142a","N1_LRP143","N1_LRP142a-N1_LRP143","ROAD"
"N1","N1_LRP143","N1_LRP143a","N1_LRP143-N1_LRP143a","ROAD"
"N1","N1_LRP143a","N1_LRP144","N1_LRP143a-N1_LRP144","ROAD"
"N1","N1_LRP144","N1_LRP144a","N1_LRP144-N1_LRP144a","ROAD"
"N1","N1_LRP144a","N1_LRP144b","N1_LRP144a-N1_LRP144b","ROAD"
"N1","N1_LRP144b","N1_LRP145","N1_LRP144b-N1_LRP145","ROAD"
"N1","N1_LRP145","N1_LRP145a","N1_LRP145-N1_LRP145a","ROAD"
"N1","N1_LRP145a","N1_LRP146","N1_LRP145a-N1_LRP146","ROAD"
"N1","N1_LRP146","N1_LRP146a","N1_LRP146-N1_LRP146a","ROAD"
"N1","N1_LRP146a","N1_LRP147","N1_LRP146a-N1_LRP147","ROAD"
"N1","N1_LRP147","N1_LRP147a","N1_LRP147-N1_LRP147a","ROAD"
"N1","N1_LRP147a","N1_LRP147b","N1_LRP147a-N1_LRP147b","ROAD"
"N1","N1_LRP147b","N1_LRP148","N1_LRP147b-N1_LRP148","ROAD"
"N1","N1_LRP148","N1_LRP148a","N1_LRP148-N1_LRP148a","ROAD"
"N1","N1_LRP148a","N1_LRP150","N1_LRP148a-N1_LRP150","ROAD"
"N1","N1_LRP150","N1_LRP151","N1_LRP150-N1_LRP151","ROAD"
"N1","N1_LRP151","N1_LRP151a","N1_LRP151-N1_LRP151a","ROAD"
"N1","N1_LRP151a","N1_LRP151b","N1_LRP151a-N1_LRP151b","BRIDGE"
"N1","N1_LRP151b","N1_LRP152","N1_LRP151b-N1_LRP152","ROAD"
"N1","N1_LRP152","N1_LRP152a","N1_LRP152-N1_LRP152a","ROAD"
"N1","N1_LRP152a","N1_LRP152b","N1_LRP152a-N1_LRP152b","ROAD"
"N1","N1_LRP152b","N1_LRP153","N1_LRP152b-N1_LRP153","ROAD"
"N1","N1_LRP153","N1_LRP154","N1_LRP153-N1_LRP154","ROAD"
"N1","N1_LRP154","N1_LRP155","N1_LRP154-N1_LRP155","ROAD"
"N1","N1_LRP155","N1_LRP156","N1_LRP155-N1_LRP156","ROAD"
"N1","N1_LRP156","N1_LRP156a","N1_LRP156-N1_LRP156a","ROAD"
"N1","N1_LRP156a","N1_LRP156b","N1_LRP156a-N1_LRP156b","BRIDGE"
"N1","N1_LRP156b","N1_LRP157","N1_LRP156b-N1_LRP157","ROAD"
"N1","N1_LRP157","N1_LRP158","N1_LRP157-N1_LRP158","ROAD"
"N1","N1_LRP158","N1_LRP159","N1_LRP158-N1_LRP159","ROAD"
"N1","N1_LRP159","N1_LRP160","N1_LRP159-N1_LRP160","ROAD"
"N1","N1_LRP160","N1_LRP160a","N1_LRP160-N1_LRP160a","ROAD"
"N1","N1_LRP160a","N1_LRP161","N1_LRP160a-N1_LRP161","ROAD"
"N1","N1_LRP161","N1_LRP162","N1_LRP161-N1_LRP162","ROAD"
"N1","N1_LRP162","N1_LRP163","N1_LRP162-N1_LRP163","ROAD"
"N1","N1_LRP163","N1_LRP163a","N1_LRP163-N1_LRP163a","ROAD"
"N1","N1_LRP163a","N1_LRP163b","N1_LRP163a-N1_LRP163b","BRIDGE"
"N1","N1_LRP163b","N1_LRP164","N1_LRP163b-N1_LRP164","ROAD"
"N1","N1_LRP164","N1_LRP164a","N1_LRP164-N1_LRP164a","ROAD"
"N1","N1_LRP164a","N1_LRP165","N1_LRP164a-N1_LRP165","ROAD"
"N1","N1_LRP165","N1_LRP166","N1_LRP165-N1_LRP166","ROAD"
"N1","N1_LRP166","N1_LRP167","N1_LRP166-N1_LRP167","ROAD"
"N1","N1_LRP167","N1_LRP168","N1_LRP167-N1_LRP168","ROAD"
"N1","N1_LRP168","N1_LRP168a","N1_LRP168-N1_LRP168a","ROAD"
"N1","N1_LRP168a","N1_LRP168b","N1_LRP168a-N1_LRP168b","BRIDGE"
"N1","N1_LRP168b","N1_LRP169","N1_LRP168b-N1_LRP169","ROAD"
"N1","N1_LRP169","N1_LRP169a","N1_LRP169-N1_LRP169a","ROAD"
"N1","N1_LRP169a","N1_LRP170","N1_LRP169a-N1_LRP170","ROAD"
"N1","N1_LRP170","N1_LRP170a","N1_LRP170-N1_LRP170a","ROAD"
"N1","N1_LRP170a","N1_LRP170b","N1_LRP170a-N1_LRP170b","ROAD"
"N1","N1_LRP170b","N1_LRP170c","N1_LRP170b-N1_LRP170c","ROAD"
"N1","N1_LRP170c","N1_LRP170d","N1_LRP170c-N1_LRP170d","ROAD"
"N1","N1_LRP170d","N1_LRP171","N1_LRP170d-N1_LRP171","ROAD"
"N1","N1_LRP171","N1_LRP172","N1_LRP171-N1_LRP172","ROAD"
"N1","N1_LRP172","N1_LRP172b","N1_LRP172-N1_LRP172b","ROAD"
"N1","N1_LRP172b","N1_LRP173","N1_LRP172b-N1_LRP173","ROAD"
"N1","N1_LRP173","N1_LRP173a","N1_LRP173-N1_LRP173a","ROAD"
"N1","N1_LRP173a","N1_LRP173b","N1_LRP173a-N1_LRP173b","ROAD"
"N1","N1_LRP173b","N1_LRP174","N1_LRP173b-N1_LRP174","ROAD"
"N1","N1_LRP174","N1_LRP174a","N1_LRP174-N1_LRP174a","ROAD"
"N1","N1_LRP174a","N1_LRP174b","N1_LRP174a-N1_LRP174b","ROAD"
"N1","N1_LRP174b","N1_LRP175","N1_LRP174b-N1_LRP175","ROAD"
"N1","N1_LRP175","N1_LRP175a","N1_LRP175-N1_LRP175a","ROAD"
"N1","N1_LRP175a","N1_LRP175b","N1_LRP175a-N1_LRP175b","ROAD"
"N1","N1_LRP175b","N1_LRP176","N1_LRP175b-N1_LRP176","ROAD"
"N1","N1_LRP176","N1_LRP176a","N1_LRP176-N1_LRP176a","ROAD"
"N1","N1_LRP176a","N1_LRP176b","N1_LRP176a-N1_LRP176b","BRIDGE"
"N1","N1_LRP176b","N1_LRP176c","N1_LRP176b-N1_LRP176c","ROAD"
"N1","N1_LRP176c","N1_LRP176d","N1_LRP176c-N1_LRP176d","ROAD"
"N1","N1_LRP176d","N1_LRP177","N1_LRP176d-N1_LRP177","ROAD"
"N1","N1_LRP177","N1_LRP177a","N1_LRP177-N1_LRP177a","ROAD"
"N1","N1_LRP177a","N1_LRP178","N1_LRP177a-N1_LRP178","ROAD"
"N1","N1_LRP178","N1_LRP178a","N1_LRP178-N1_LRP178a","ROAD"
"N1","N1_LRP178a","N1_LRP179","N1_LRP178a-N1_LRP179","ROAD"
"N1","N1_LRP179","N1_LRP180","N1_LRP179-N1_LRP180","ROAD"
"N1","N1_LRP180","N1_LRP180a","N1_LRP180-N1_LRP180a","ROAD"
"N1","N1_LRP180a","N1_LRP180b","N1_LRP180a-N1_LRP180b","ROAD"
"N1","N1_LRP180b","N1_LRP180c","N1_LRP180b-N1_LRP180c","ROAD"
"N1","N1_LRP180c","N1_LRP181","N1_LRP180c-N1_LRP181","ROAD"
"N1","N1_LRP181","N1_LRP181a","N1_LRP181-N1_LRP181a","ROAD"
"N1","N1_LRP181a","N1_LRP182","N1_LRP181a-N1_LRP182","ROAD"
"N1","N1_LRP182","N1_LRP182a","N1_LRP182-N1_LRP182a","ROAD"
"N1","N1_LRP182a","N1_LRP182b","N1_LRP182a-N1_LRP182b","ROAD"
"N1","N1_LRP182b","N1_LRP183","N1_LRP182b-N1_LRP183","ROAD"
"N1","N1_LRP183","N1_LRP183a","N1_LRP183-N1_LRP183a","ROAD"
"N1","N1_LRP183a","N1_LRP184a","N1_LRP183a-N1_LRP184a","BRIDGE"
"N1","N1_LRP184a","N1_LRP184b","N1_LRP184a-N1_LRP184b","ROAD"
"N1","N1_LRP184b","N1_LRP184c","N1_LRP184b-N1_LRP184c","ROAD"
"N1","N1_LRP184c","N1_LRP185","N1_LRP184c-N1_LRP185","ROAD"
"N1","N1_LRP185","N1_LRP185a","N1_LRP185-N1_LRP185a","ROAD"
"N1","N1_LRP185a","N1_LRP185b","N1_LRP185a-N1_LRP185b","ROAD"
"N1","N1_LRP185b","N1_LRP186","N1_LRP185b-N1_LRP186","ROAD"
"N1","N1_LRP186","N1_LRP186a","N1_LRP186-N1_LRP186a","ROAD"
"N1","N1_LRP186a","N1_LRP187","N1_LRP186a-N1_LRP187","ROAD"
"N1","N1_LRP187","N1_LRP187a","N1_LRP187-N1_LRP187a","ROAD"
"N1","N1_LRP187a","N1_LRP187b","N1_LRP187a-N1_LRP187b","BRIDGE"
"N1","N1_LRP187b","N1_LRP188","N1_LRP187b-N1_LRP188","ROAD"
"N1","N1_LRP188","N1_LRP188a","N1_LRP188-N1_LRP188a","ROAD"
"N1","N1_LRP188a","N1_LRP189","N1_LRP188a-N1_LRP189","ROAD"
"N1","N1_LRP189","N1_LRP189a","N1_LRP189-N1_LRP189a","ROAD"
"N1","N1_LRP189a","N1_LRP190","N1_LRP189a-N1_LRP190","ROAD"
"N1","N1_LRP190","N1_LRP190a","N1_LRP190-N1_LRP190a","ROAD"
"N1","N1_LRP190a","N1_LRP191","N1_LRP190a-N1_LRP191","ROAD"
"N1","N1_LRP191","N1_LRP191a","N1_LRP191-N1_LRP191a","ROAD"
"N1","N1_LRP191a","N1_LRP192","N1_LRP191a-N1_LRP192","ROAD"
"N1","N1_LRP192","N1_LRP192a","N1_LRP192-N1_LRP192a","ROAD"
"N1","N1_LRP192a","N1_LRP192b","N1_LRP192a-N1_LRP192b","ROAD"
"N1","N1_LRP192b","N1_LRP193","N1_LRP192b-N1_LRP193","ROAD"
"N1","N1_LRP193","N1_LRP193a","N1_LRP193-N1_LRP193a","ROAD"
"N1","N1_LRP193a","N1_LRP193b","N1_LRP193a-N1_LRP193b","ROAD"
"N1","N1_LRP193b","N1_LRP194","N1_LRP193b-N1_LRP194","ROAD"
"N1","N1_LRP194","N1_LRP194a","N1_LRP194-N1_LRP194a","ROAD"
"N1","N1_LRP194a","N1_LRP194b","N1_LRP194a-N1_LRP194b","ROAD"
"N1","N1_LRP194b","N1_LRP194c","N1_LRP194b-N1_LRP194c","ROAD"
"N1","N1_LRP194c","N1_LRP195","N1_LRP194c-N1_LRP195","ROAD"
"N1","N1_LRP195","N1_LRP195a","N1_LRP195-N1_LRP195a","ROAD"
"N1","N1_LRP195a","N1_LRP196","N1_LRP195a-N1_LRP196","ROAD"
"N1","N1_LRP196","N1_LRP196a","N1_LRP196-N1_LRP196a","ROAD"
"N1","N1_LRP196a","N1_LRP196b","N1_LRP196a-N1_LRP196b","ROAD"
"N1","N1_LRP196b","N1_LRP197","N1_LRP196b-N1_LRP197","ROAD"
"N1","N1_LRP197","N1_LRP197a","N1_LRP197-N1_LRP197a","ROAD"
"N1","N1_LRP197a","N1_LRP197b","N1_LRP197a-N1_LRP197b","ROAD"
"N1","N1_LRP197b","N1_LRP198","N1_LRP197b-N1_LRP198","ROAD"
"N1","N1_LRP198","N1_LRP198a","N1_LRP198-N1_LRP198a","ROAD"
"N1","N1_LRP198a","N1_LRP198b","N1_LRP198a-N1_LRP198b","ROAD"
"N1","N1_LRP198b","N1_LRP198c","N1_LRP198b-N1_LRP198c","ROAD"
"N1","N1_LRP198c","N1_LRP199","N1_LRP198c-N1_LRP199","ROAD"
"N1","N1_LRP199","N1_LRP199a","N1_LRP199-N1_LRP199a","ROAD"
"N1","N1_LRP199a","N1_LRP199b","N1_LRP199a-N1_LRP199b","ROAD"
"N1","N1_LRP199b","N1_LRP200","N1_LRP199b-N1_LRP200","ROAD"
"N1","N1_LRP200","N1_LRP200a","N1_LRP200-N1_LRP200a","ROAD"
"N1","N1_LRP200a","N1_LRP200b","N1_LRP200a-N1_LRP200b","ROAD"
"N1","N1_LRP200b","N1_LRP201","N1_LRP200b-N1_LRP201","ROAD"
"N1","N1_LRP201","N1_LRP201a","N1_LRP201-N1_LRP201a","ROAD"
"N1","N1_LRP201a","N1_LRP201b","N1_LRP201a-N1_LRP201b","ROAD"
"N1","N1_LRP201b","N1_LRP202","N1_LRP201b-N1_LRP202","ROAD"
"N1","N1_LRP202","N1_LRP202a","N1_LRP202-N1_LRP202a","ROAD"
"N1","N1_LRP202a","N1_LRP203","N1_LRP202a-N1_LRP203","ROAD"
"N1","N1_LRP203","N1_LRP203a","N1_LRP203-N1_LRP203a","ROAD"
"N1","N1_LRP203a","N1_LRP203b","N1_LRP203a-N1_LRP203b","ROAD"
"N1","N1_LRP203b","N1_LRP204","N1_LRP203b-N1_LRP204","ROAD"
"N1","N1_LRP204","N1_LRP204a","N1_LRP204-N1_LRP204a","ROAD"
"N1","N1_LRP204a","N1_LRP204b","N1_LRP204a-N1_LRP204b","ROAD"
"N1","N1_LRP204b","N1_LRP204c","N1_LRP204b-N1_LRP204c","ROAD"
"N1","N1_LRP204c","N1_LRP204d","N1_LRP204c-N1_LRP204d","BRIDGE"
"N1","N1_LRP204d","N1_LRP204f","N1_LRP204d-N1_LRP204f","ROAD"
"N1","N1_LRP204f","N1_LRP205","N1_LRP204f-N1_LRP205","ROAD"
"N1","N1_LRP205","N1_LRP205a","N1_LRP205-N1_LRP205a","ROAD"
"N1","N1_LRP205a","N1_LRP205b","N1_LRP205a-N1_LRP205b","ROAD"
"N1","N1_LRP205b","N1_LRP206","N1_LRP205b-N1_LRP206","ROAD"
"N1","N1_LRP206","N1_LRP206a","N1_LRP206-N1_LRP206a","ROAD"
"N1","N1_LRP206a","N1_LRP207","N1_LRP206a-N1_LRP207","ROAD"
"N1","N1_LRP207","N1_LRP207a","N1_LRP207-N1_LRP207a","ROAD"
"N1","N1_LRP207a","N1_LRP207b","N1_LRP207a-N1_LRP207b","ROAD"
"N1","N1_LRP207b","N1_LRP207c","N1_LRP207b-N1_LRP207c","ROAD"
"N1","N1_LRP207c","N1_LRP207d","N1_LRP207c-N1_LRP207d","ROAD"
"N1","N1_LRP207d","N1_LRP208","N1_LRP207d-N1_LRP208","ROAD"
"N1","N1_LRP208","N1_LRP208a","N1_LRP208-N1_LRP208a","ROAD"
"N1","N1_LRP208a","N1_LRP209","N1_LRP208a-N1_LRP209","ROAD"
"N1","N1_LRP209","N1_LRP209a","N1_LRP209-N1_LRP209a","ROAD"
"N1","N1_LRP209a","N1_LRP209b","N1_LRP209a-N1_LRP209b","BRIDGE"
"N1","N1_LRP209b","N1_LRP209c","N1_LRP209b-N1_LRP209c","ROAD"
"N1","N1_LRP209c","N1_LRP209d","N1_LRP209c-N1_LRP209d","ROAD"
"N1","N1_LRP209d","N1_LRP210","N1_LRP209d-N1_LRP210","ROAD"
"N1","N1_LRP210","N1_LRP210a","N1_LRP210-N1_LRP210a","ROAD"
"N1","N1_LRP210a","N1_LRP210b","N1_LRP210a-N1_LRP210b","BRIDGE"
"N1","N1_LRP210b","N1_LRP211","N1_LRP210b-N1_LRP211","ROAD"
"N1","N1_LRP211","N1_LRP211a","N1_LRP211-N1_LRP211a","ROAD"
"N1","N1_LRP211a","N1_LRP211b","N1_LRP211a-N1_LRP211b","ROAD"
"N1","N1_LRP211b","N1_LRP211c","N1_LRP211b-N1_LRP211c","BRIDGE"
"N1","N1_LRP211c","N1_LRP211d","N1_LRP211c-N1_LRP211d","ROAD"
"N1","N1_LRP211d","N1_LRP212","N1_LRP211d-N1_LRP212","ROAD"
"N1","N1_LRP212","N1_LRP213","N1_LRP212-N1_LRP213","ROAD"
"N1","N1_LRP213","N1_LRP213a","N1_LRP213-N1_LRP213a","ROAD"
"N1","N1_LRP213a","N1_LRP213b","N1_LRP213a-N1_LRP213b","BRIDGE"
"N1","N1_LRP213b","N1_LRP214","N1_LRP213b-N1_LRP214","ROAD"
"N1","N1_LRP214","N1_LRP214a","N1_LRP214-N1_LRP214a","ROAD"
"N1","N1_LRP214a","N1_LRP215","N1_LRP214a-N1_LRP215","ROAD"
"N1","N1_LRP215","N1_LRP215a","N1_LRP215-N1_LRP215a","ROAD"
"N1","N1_LRP215a","N1_LRP216","N1_LRP215a-N1_LRP216","ROAD"
"N1","N1_LRP216","N1_LRP216a","N1_LRP216-N1_LRP216a","ROAD"
"N1","N1_LRP216a","N1_LRP216b","N1_LRP216a-N1_LRP216b","BRIDGE"
"N1","N1_LRP216b","N1_LRP217","N1_LRP216b-N1_LRP217","ROAD"
"N1","N1_LRP217","N1_LRP217a","N1_LRP217-N1_LRP217a","ROAD"
"N1","N1_LRP217a","N1_LRP217b","N1_LRP217a-N1_LRP217b","BRIDGE"
"N1","N1_LRP217b","N1_LRP217c","N1_LRP217b-N1_LRP217c","ROAD"
"N1","N1_LRP217c","N1_LRP217d","N1_LRP217c-N1_LRP217d","ROAD"
"N1","N1_LRP217d","N1_LRP217e","N1_LRP217d-N1_LRP217e","BRIDGE"
"N1","N1_LRP217e","N1_LRP218","N1_LRP217e-N1_LRP218","ROAD"
"N1","N1_LRP218","N1_LRP218a","N1_LRP218-N1_LRP218a","ROAD"
"N1","N1_LRP218a","N1_LRP218b","N1_LRP218a-N1_LRP218b","BRIDGE"
"N1","N1_LRP218b","N1_LRP218c","N1_LRP218b-N1_LRP218c","ROAD"
"N1","N1_LRP218c","N1_LRP218d","N1_LRP218c-N1_LRP218d","BRIDGE"
"N1","N1_LRP218d","N1_LRP218e","N1_LRP218d-N1_LRP218e","ROAD"
"N1","N1_LRP218e","N1_LRP219","N1_LRP218e-N1_LRP219","ROAD"
"N1","N1_LRP219","N1_LRP219a","N1_LRP219-N1_LRP219a","ROAD"
"N1","N1_LRP219a","N1_LRP219b","N1_LRP219a-N1_LRP219b","BRIDGE"
"N1","N1_LRP219b","N1_LRP220","N1_LRP219b-N1_LRP220","ROAD"
"N1","N1_LRP220","N1_LRP220a","N1_LRP220-N1_LRP220a","ROAD"
"N1","N1_LRP220a","N1_LRP221","N1_LRP220a-N1_LRP221","ROAD"
"N1","N1_LRP221","N1_LRP221a","N1_LRP221-N1_LRP221a","ROAD"
"N1","N1_LRP221a","N1_LRP221b","N1_LRP221a-N1_LRP221b","ROAD"
"N1","N1_LRP221b","N1_LRP221c","N1_LRP221b-N1_LRP221c","BRIDGE"
"N1","N1_LRP221c","N1_LRP222","N1_LRP221c-N1_LRP222","ROAD"
"N1","N1_LRP222","N1_LRP222a","N1_LRP222-N1_LRP222a","ROAD"
"N1","N1_LRP222a","N1_LRP223","N1_LRP222a-N1_LRP223","ROAD"
"N1","N1_LRP223","N1_LRP224","N1_LRP223-N1_LRP224","ROAD"
"N1","N1_LRP224","N1_LRP224a","N1_LRP224-N1_LRP224a","ROAD"
"N1","N1_LRP224a","N1_LRP224b","N1_LRP224a-N1_LRP224b","BRIDGE"
"N1","N1_LRP224b","N1_LRP225","N1_LRP224b-N1_LRP225","ROAD"
"N1","N1_LRP225","N1_LRP226","N1_LRP225-N1_LRP226","ROAD"
"N1","N1_LRP226","N1_LRP226a","N1_LRP226-N1_LRP226a","ROAD"
"N1","N1_LRP226a","N1_LRP226b","N1_LRP226a-N1_LRP226b","BRIDGE"
"N1","N1_LRP226b","N1_LRP227","N1_LRP226b-N1_LRP227","ROAD"
"N1","N1_LRP227","N1_LRP227a","N1_LRP227-N1_LRP227a","ROAD"
"N1","N1_LRP227a","N1_LRP227b","N1_LRP227a-N1_LRP227b","ROAD"
"N1","N1_LRP227b","N1_LRP227c","N1_LRP227b-N1_LRP227c","BRIDGE"
"N1","N1_LRP227c","N1_LRP228","N1_LRP227c-N1_LRP228","ROAD"
"N1","N1_LRP228","N1_LRP229","N1_LRP228-N1_LRP229","ROAD"
"N1","N1_LRP229","N1_LRP229a","N1_LRP229-N1_LRP229a","ROAD"
"N1","N1_LRP229a","N1_LRP229b","N1_LRP229a-N1_LRP229b","BRIDGE"
"N1","N1_LRP229b","N1_LRP230","N1_LRP229b-N1_LRP230","ROAD"
"N1","N1_LRP230","N1_LRP230a","N1_LRP230-N1_LRP230a","ROAD"
"N1","N1_LRP230a","N1_LRP230b","N1_LRP230a-N1_LRP230b","ROAD"
"N1","N1_LRP230b","N1_LRP230c","N1_LRP230b-N1_LRP230c","ROAD"
"N1","N1_LRP230c","N1_LRP231","N1_LRP230c-N1_LRP231","ROAD"
"N1","N1_LRP231","N1_LRP231a","N1_LRP231-N1_LRP231a","ROAD"
"N1","N1_LRP231a","N1_LRP231b","N1_LRP231a-N1_LRP231b","ROAD"
"N1","N1_LRP231b","N1_LRP231c","N1_LRP231b-N1_LRP231c","BRIDGE"
"N1","N1_LRP231c","N1_LRP232","N1_LRP231c-N1_LRP232","ROAD"
"N1","N1_LRP232","N1_LRP232a","N1_LRP232-N1_LRP232a","ROAD"
"N1","N1_LRP232a","N1_LRP232b","N1_LRP232a-N1_LRP232b","ROAD"
"N1","N1_LRP232b","N1_LRP232c","N1_LRP232b-N1_LRP232c","ROAD"
"N1","N1_LRP232c","N1_LRP232d","N1_LRP232c-N1_LRP232d","BRIDGE"
"N1","N1_LRP232d","N1_LRP233","N1_LRP232d-N1_LRP233","ROAD"
"N1","N1_LRP233","N1_LRP233a","N1_LRP233-N1_LRP233a","ROAD"
"N1","N1_LRP233a","N1_LRP234","N1_LRP233a-N1_LRP234","ROAD"
"N1","N1_LRP234","N1_LRP234a","N1_LRP234-N1_LRP234a","ROAD"
"N1","N1_LRP234a","N1_LRP234b","N1_LRP234a-N1_LRP234b","BRIDGE"
"N1","N1_LRP234b","N1_LRP235","N1_LRP234b-N1_LRP235","ROAD"
"N1","N1_LRP235","N1_LRP235a","N1_LRP235-N1_LRP235a","ROAD"
"N1","N1_LRP235a","N1_LRP235b","N1_LRP235a-N1_LRP235b","ROAD"
"N1","N1_LRP235b","N1_LRP244b","N1_LRP235b-N1_LRP244b","ROAD"
"N1","N1_LRP244b","N1_LRP245","N1_LRP244b-N1_LRP245","ROAD"
"N1","N1_LRP245","N1_LRP245a","N1_LRP245-N1_LRP245a","ROAD"
"N1","N1_LRP245a","N1_LRP246","N1_LRP245a-N1_LRP246","ROAD"
"N1","N1_LRP246","N1_LRP246a","N1_LRP246-N1_LRP246a","ROAD"
"N1","N1_LRP246a","N1_LRP246b","N1_LRP246a-N1_LRP246b","BRIDGE"
"N1","N1_LRP246b","N1_LRP247","N1_LRP246b-N1_LRP247","ROAD"
"N1","N1_LRP247","N1_LRP247a","N1_LRP247-N1_LRP247a","ROAD"
"N1","N1_LRP247a","N1_LRP247b","N1_LRP247a-N1_LRP247b","BRIDGE"
"N1","N1_LRP247b","N1_LRP248","N1_LRP247b-N1_LRP248","ROAD"
"N1","N1_LRP248","N1_LRP248a","N1_LRP248-N1_LRP248a","ROAD"
"N1","N1_LRP248a","N1_LRP248b","N1_LRP248a-N1_LRP248b","BRIDGE"
"N1","N1_LRP248b","N1_LRP248c","N1_LRP248b-N1_LRP248c","ROAD"
"N1","N1_LRP248c","N1_LRP248d","N1_LRP248c-N1_LRP248d","BRIDGE"
"N1","N1_LRP248d","N1_LRP249","N1_LRP248d-N1_LRP249","ROAD"
"N1","N1_LRP249","N1_LRP249a","N1_LRP249-N1_LRP249a","ROAD"
"N1","N1_LRP249a","N1_LRP250a","N1_LRP249a-N1_LRP250a","BRIDGE"
"N1","N1_LRP250a","N1_LRP250b","N1_LRP250a-N1_LRP250b","ROAD"
"N1","N1_LRP250b","N1_LRP250c","N1_LRP250b-N1_LRP250c","BRIDGE"
"N1","N1_LRP250c","N1_LRP251","N1_LRP250c-N1_LRP251","ROAD"
"N1","N1_LRP251","N1_LRP251a","N1_LRP251-N1_LRP251a","ROAD"
"N1","N1_LRP251a","N1_LRP251b","N1_LRP251a-N1_LRP251b","ROAD"
"N1","N1_LRP251b","N1_LRP251c","N1_LRP251b-N1_LRP251c","ROAD"
"N1","N1_LRP251c","N1_LRP252","N1_LRP251c-N1_LRP252","ROAD"
"N1","N1_LRP252","N1_LRP252a","N1_LRP252-N1_LRP252a","ROAD"
"N1","N1_LRP252a","N1_LRP252b","N1_LRP252a-N1_LRP252b","ROAD"
"N1","N1_LRP252b","N1_LRP253","N1_LRP252b-N1_LRP253","ROAD"
"N1","N1_LRP253","N1_LRP253a","N1_LRP253-N1_LRP253a","ROAD"
"N1","N1_LRP253a","N1_LRP254","N1_LRP253a-N1_LRP254","ROAD"
"N1","N1_LRP254","N1_LRP254a","N1_LRP254-N1_LRP254a","ROAD"
"N1","N1_LRP254a","N1_LRP254b","N1_LRP254a-N1_LRP254b","ROAD"
"N1","N1_LRP254b","N1_LRP254c","N1_LRP254b-N1_LRP254c","ROAD"
"N1","N1_LRP254c","N1_LRP254d","N1_LRP254c-N1_LRP254d","ROAD"
"N1","N1_LRP254d","N1_LRP255a","N1_LRP254d-N1_LRP255a","BRIDGE"
"N1","N1_LRP255a","N1_LRP255b","N1_LRP255a-N1_LRP255b","ROAD"
"N1","N1_LRP255b","N1_LRP256","N1_LRP255b-N1_LRP256","ROAD"
"N1","N1_LRP256","N1_LRP256a","N1_LRP256-N1_LRP256a","ROAD"
"N1","N1_LRP256a","N1_LRP257","N1_LRP256a-N1_LRP257","ROAD"
"N1","N1_LRP257","N1_LRP257a","N1_LRP257-N1_LRP257a","ROAD"
"N1","N1_LRP257a","N1_LRP258","N1_LRP257a-N1_LRP258","ROAD"
"N1","N1_LRP258","N1_LRP258a","N1_LRP258-N1_LRP258a","ROAD"
"N1","N1_LRP258a","N1_LRP259","N1_LRP258a-N1_LRP259","ROAD"
"N1","N1_LRP259","N1_LRP259a","N1_LRP259-N1_LRP259a","ROAD"
"N1","N1_LRP259a","N1_LRP259b","N1_LRP259a-N1_LRP259b","ROAD"
"N1","N1_LRP259b","N1_LRP260","N1_LRP259b-N1_LRP260","ROAD"
"N1","N1_LRP260","N1_LRP260a","N1_LRP260-N1_LRP260a","ROAD"
"N1","N1_LRP260a","N1_LRP260b","N1_LRP260a-N1_LRP260b","ROAD"
"N1","N1_LRP260b","N1_LRP260c","N1_LRP260b-N1_LRP260c","ROAD"
"N1","N1_LRP260c","N1_LRP261","N1_LRP260c-N1_LRP261","ROAD"
"N1","N1_LRP261","N1_LRP261a","N1_LRP261-N1_LRP261a","ROAD"
"N1","N1_LRP261a","N1_LRP262","N1_LRP261a-N1_LRP262","ROAD"
"N1","N1_LRP262","N1_LRP263","N1_LRP262-N1_LRP263","ROAD"
"N1","N1_LRP263","N1_LRP263a","N1_LRP263-N1_LRP263a","ROAD"
"N1","N1_LRP263a","N1_LRP264","N1_LRP263a-N1_LRP264","ROAD"
"N1","N1_LRP264","N1_LRP265","N1_LRP264-N1_LRP265","ROAD"
"N1","N1_LRP265","N1_LRP265a","N1_LRP265-N1_LRP265a","ROAD"
"N1","N1_LRP265a","N1_LRP265b","N1_LRP265a-N1_LRP265b","BRIDGE"
"N1","N1_LRP265b","N1_LRP266","N1_LRP265b-N1_LRP266","ROAD"
"N1","N1_LRP266","N1_LRP267","N1_LRP266-N1_LRP267","ROAD"
"N1","N1_LRP267","N1_LRP267a","N1_LRP267-N1_LRP267a","ROAD"
"N1","N1_LRP267a","N1_LRP267b","N1_LRP267a-N1_LRP267b","ROAD"
"N1","N1_LRP267b","N1_LRP268","N1_LRP267b-N1_LRP268","ROAD"
"N1","N1_LRP268","N1_LRP268a","N1_LRP268-N1_LRP268a","ROAD"
"N1","N1_LRP268a","N1_LRP268b","N1_LRP268a-N1_LRP268b","ROAD"
"N1","N1_LRP268b","N1_LRP268c","N1_LRP268b-N1_LRP268c","ROAD"
"N1","N1_LRP268c","N1_LRP269","N1_LRP268c-N1_LRP269","ROAD"
"N1","N1_LRP269","N1_LRP269a","N1_LRP269-N1_LRP269a","ROAD"
