link_no,start_location_lrp,start_location_offset,start_location_chainage,end_location_lrp,end_location_offset,end_location_chainage,length,heavy_truck_aadt,medium_truck_aadt,small_truck_aadt,large_bus_aadt,medium_bus_aadt,micro_bus_aadt,utility,car_aadt,total_motorized_aadt
Z8603-2,LRP007,568,7.578,LRP025,1061,25.957,18.379,15,29,116,2,84,26,11,7,2731
Z8604-1,LRPS,0,0,LRP012,6585,18.585,18.585,2,102,131,60,52,68,22,29,2225
Z8605-1,LRPS,0,0,LRP001,2750,3.586,3.586,0,49,108,12,59,21,20,12,2250
Z8606-1,LRPS,0,0,LRP001,775,0.9,0.9,0,0,0,0,109,6,0,0,1644
Z8607-1,LRPS,0,0,LRPE,0,9.358,9.358,0,33,62,0,33,16,0,18,3007
Z8611-1,LRPS,0,0,LRPS,2910,2.91,2.91,0,33,62,0,33,16,0,18,3007
Z8699-1,LRPS,0,0,LRPS,8380,8.38,8.38,0,0,143,0,0,9,13,46,1097
Z8701-1,LRPS,0,0,LRP014,862,14.877,14.877,na,na,na,na,na,na,na,na,na
Z8701-2,LRP014,862,14.877,LRP025,3170,27.78,12.903,2,57,100,49,85,55,30,46,2122
Z8701-3,LRP025,3170,27.78,LRP057,455,57.487,29.707,2,57,100,49,85,55,30,46,2122
Z8702-1,LRPS,0,0,LRP005,770,4.8,4.8,0,133,180,55,105,78,45,75,1966
Z8702-2,LRP005,770,4.8,LRP009,930,8.84,4.04,0,63,126,48,82,44,44,36,1713
Z8702-3,LRP009,930,8.84,LRP012,1526,12.466,3.626,0,63,126,48,82,44,44,36,1713
Z8702-4,LRP012,1526,12.466,LRP012,3700,14.648,2.182,0,63,126,48,82,44,44,36,1713
Z8703-1,LRPS,0,0,LRP004,7025,11.065,11.065,0,63,126,48,82,44,44,36,1713
Z8704-1,LRPS,0,0,LRP009,550,10.25,10.25,na,na,na,na,na,na,na,na,na
Z8704-2,LRP009,550,10.25,LRP009,8866,18.566,8.316,0,0,2,0,40,2,1,0,1078
Z8705-1,LRPS,0,0,LRP003,156,3.196,3.196,na,na,na,na,na,na,na,na,na
Z8705-2,LRP003,156,3.196,LRP007,465,7.505,4.309,0,50,89,84,67,39,25,38,1548
Z8705-3,LRP007,465,7.505,LRP007,2960,10,2.495,na,na,na,na,na,na,na,na,na
Z8705-4,LRP007,2960,10,LRP011,815,11.885,1.885,0,50,89,84,67,39,25,38,1548
Z8706-1,LRPS,0,0,LRPS,7600,7.6,7.6,0,35,86,0,0,25,32,27,1451
Z8708-1,LRPS,0,0,LRPS,5840,5.84,5.84,0,22,47,0,0,21,16,20,1152
Z8708-2,LRPS,5840,5.84,LRPS,11650,11.65,5.81,0,7,16,0,0,6,2,5,772
Z8708-3,LRPS,11650,11.65,LRPS,18680,18.68,7.03,na,na,na,na,na,na,na,na,na
Z8708-4,LRPS,18680,18.68,LRPS,22978,22.978,4.298,0,0,18,0,61,8,4,3,874
Z8708-5,LRPS,22978,22.978,LRPS,31043,31.043,8.065,0,7,16,0,0,6,2,5,772
Z8708-6,LRPS,31043,31.043,LRP042,4050,46.05,15.007,0,22,47,0,0,21,16,20,1152
Z8708-7,LRP042,4050,46.05,LRP060,1280,61.28,15.23,0,22,47,0,0,21,16,20,1152
Z8708-8,LRP060,1280,61.28,LRP074,257,74.355,13.075,0,22,47,0,0,21,16,20,1152
Z8709-1,LRPS,0,0,LRP003,337,3.464,3.464,0,90,46,0,42,61,12,34,1115
Z8713-1,LRPS,0,0,LRP004,2470,6.47,6.47,na,na,na,na,na,na,na,na,na
Z8713-2,LRP004,2470,6.47,LRP016,70,15.94,9.47,0,0,1,0,0,5,6,3,1520
Z8716-1,LRPS,0,0,LRP018,16,17.935,17.935,0,0,55,0,0,23,12,15,713
Z8717-1,LRPS,0,0,LRP010,1981,11.74,11.74,0,0,6,0,58,15,0,0,765
Z8740-1,LRPS,0,0,LRPS,7850,7.85,7.85,0,0,6,0,58,15,0,0,765
Z8740-2,LRPS,7850,7.85,LRPS,9512,9.512,1.662,0,0,6,0,58,15,0,0,765
Z8750-1,LRPS,0,0,LRP005,916,4.952,4.952,0,0,6,0,58,15,0,0,765
Z8803-1,LRPS,0,0,LRPE,490,19.525,19.525,0,30,87,0,68,10,34,20,1611
Z8804-1,LRPS,0,0,LRP018,62,16.527,16.527,0,0,89,0,82,2,40,31,1919
Z8806-1,LRPS,0,0,LRPS,2858,2.858,2.858,na,na,na,na,na,na,na,na,na
Z8806-2,LRPS,2858,2.858,LRPS,24312,24.312,21.454,0,65,64,25,47,45,21,28,1942
Z8806-3,LRPS,24312,24.312,LRP027,2140,28.656,4.344,na,na,na,na,na,na,na,na,na
Z8806-4,LRP027,2140,28.656,LRPE,0,86.377,57.721,0,3,8,0,0,0,2,0,763
Z8810-1,LRPS,0,0,LRP004,312,4.309,4.309,na,na,na,na,na,na,na,na,na
Z8810-2,LRP004,312,4.309,LRP027,20,26.672,22.363,na,na,na,na,na,na,na,na,na
Z8810-3,LRP027,20,26.672,LRP042,720,42.443,15.771,0,145,126,48,55,38,13,13,1474
Z8810-4,LRP042,720,42.443,LRPE,0,55.013,12.57,na,na,na,na,na,na,na,na,na
Z8814-1,LRPS,0,0,LRP009,850,9.85,9.85,0,16,57,0,0,2,0,6,1746
Z8814-2,LRP009,850,9.85,LRP020,1460,21.46,11.61,0,16,57,0,0,2,0,6,1746
Z8814-3,LRP020,1460,21.46,LRP030,1259,30.914,9.454,0,16,57,0,0,2,0,6,1746
Z8815-1,LRPS,0,0,LRPS,13057,13.057,13.057,0,0,0,0,0,0,0,0,1180
Z8905-1,LRPS,0,0,LRP003,10700,13,13,0,0,235,0,0,0,0,0,1360
Z8905-2,LRP003,10700,13,LRP003,35700,38,25,0,0,65,0,0,108,7,1,840
Z8909-1,LRPS,0,0,LRP006,952,7.002,7.002,0,1,60,0,0,0,6,0,2632
Z8913-1,LRPS,0,0,LRPS,11325,11.325,11.325,24,106,251,20,177,116,19,34,3682
Z8913-2,LRPS,11325,11.325,LRPS,26505,26.505,15.18,0,9,0,0,0,3,6,7,1546
Z8915-1,LRPS,0,0,LRP004,1020,4.35,4.35,0,152,146,104,92,85,67,126,2374
Z8915-2,LRP004,1020,4.35,LRP010,1150,10.47,6.12,0,77,172,11,126,26,7,25,2341
Z8915-3,LRP010,1150,10.47,LRP014,2290,15.66,5.19,0,77,172,11,126,26,7,25,2341
Z8916-1,LRPS,0,0,LRP004,3626,7.626,7.626,0,0,76,0,0,31,29,15,1463
Z8916-2,LRP004,3626,7.626,LRP005,6600,11.591,3.965,0,0,76,0,0,31,29,15,1463
Z8943-1,LRPS,0,0,LRPS,6446,6.446,6.446,0,99,116,0,33,51,39,42,1971
Z8943-2,LRPS,6446,6.446,LRPS,8800,8.8,2.354,0,99,116,0,33,51,39,42,1971
